ticker,weight
WM,0.17110406123975427
WMT,0.103164745221854
LLY,0.08393794445121222
IBM,0.07368242922179064
ABBV,0.07112534523159458
COST,0.053276824081417
FANG,0.04977741062646873
BSX,0.04821049353030791
VZ,0.04593965900443285
NVDA,0.03325547654776927
